cid,Probability of nonactivity,Probability of activity
14162717,0.3013004,0.6986996
147839,0.3013004,0.6986996
92223676,0.3014692,0.6985308
23616817,0.3014692,0.6985308
9570,0.3014692,0.6985308
111261,0.3014692,0.6985308
320720,0.3033049,0.6966951
512719,0.30339497,0.696605
50987538,0.30339497,0.696605
135502924,0.3042549,0.6957451
121012732,0.30458927,0.6954107
15410715,0.30478412,0.6952159
13009312,0.30494434,0.69505566
147569,0.30494434,0.69505566
73265308,0.30494434,0.69505566
92132157,0.30494434,0.69505566
90488943,0.30494434,0.69505566
6602111,0.30494434,0.69505566
14162719,0.3052824,0.6947176
3081162,0.3052824,0.6947176
453689,0.30547184,0.69452816
11043123,0.30552095,0.69447905
46876980,0.30552095,0.69447905
121486905,0.3057965,0.6942035
126968624,0.30609715,0.69390285
21854299,0.30609715,0.69390285
9948218,0.30612975,0.69387025
135519069,0.3067009,0.6932991
135704021,0.3067009,0.6932991
472657,0.30711687,0.69288313
472639,0.30711687,0.69288313
131883271,0.307369,0.692631
3008139,0.30780423,0.6921958
92262962,0.30794847,0.69205153
59035028,0.30794847,0.69205153
345785,0.30804026,0.69195974
23518344,0.3082798,0.6917202
23629091,0.3085662,0.6914338
137303707,0.30876994,0.69123006
135742598,0.30876994,0.69123006
136217872,0.30876994,0.69123006
135546504,0.30876994,0.69123006
136219928,0.30876994,0.69123006
135398508,0.30876994,0.69123006
145705861,0.3088436,0.6911564
640874,0.30994862,0.6900514
5278278,0.31053966,0.68946034
21815879,0.31124645,0.68875355
512128,0.31142157,0.6885784
469074,0.31149334,0.68850666
14409040,0.31153667,0.68846333
136242431,0.3124419,0.6875581
452094,0.31277996,0.68722004
5271782,0.31326425,0.68673575
11232828,0.31340945,0.68659055
586070,0.31340945,0.68659055
3010606,0.3141588,0.6858412
11551453,0.3143952,0.6856048
25182694,0.3144949,0.6855051
135431813,0.31496435,0.68503565
131858302,0.31567198,0.684328
365913,0.3156765,0.6843235
469868,0.3156765,0.6843235
10831407,0.31625032,0.6837497
5272658,0.31642026,0.68357974
12067880,0.31674528,0.6832547
92230795,0.31680524,0.68319476
18661221,0.31680524,0.68319476
136706893,0.31821007,0.68178993
29921448,0.3195051,0.6804949
92231363,0.3195051,0.6804949
5278277,0.31989306,0.68010694
14999718,0.3199498,0.6800502
439176,0.32048482,0.6795152
99302,0.32048482,0.6795152
58108938,0.32048482,0.6795152
688097,0.32048482,0.6795152
149,0.32048482,0.6795152
131863288,0.320764,0.679236
6479393,0.32096016,0.67903984
6479205,0.3215177,0.6784823
136795196,0.3217486,0.6782514
136670059,0.3217486,0.6782514
476465,0.32225156,0.67774844
3006961,0.32250303,0.67749697
92229576,0.3235001,0.6764999
44451208,0.3235001,0.6764999
60074446,0.32355684,0.67644316
12038994,0.3240794,0.6759206
270266,0.3240794,0.6759206
14132953,0.32440346,0.67559654
12803301,0.32466972,0.6753303
12803302,0.32466972,0.6753303
129395379,0.32466972,0.6753303
